index,filename,group,corr_level,total_corr_levels,idf,AMI,TS,s,kn
62,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8797375393692107,250,600
63,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8793187849503735,250,800
64,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8794055264965376,250,1000
65,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8795320491334505,250,1200
66,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.879319890933089,250,1400
67,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.879318470248661,250,1600
68,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.879543092683409,250,1800
69,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8794225601645171,250,2000
70,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8778620521527599,300,200
71,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8776514694484258,300,400
72,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8774122672567073,300,600
73,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8769947273206501,300,800
74,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.877080629811072,300,1000
75,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8772067740481314,300,1200
76,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8769955513988329,300,1400
77,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.876993948938829,300,1600
78,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8772175199906905,300,1800
79,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8770971584525318,300,2000
80,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8788631669250394,400,200
81,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8786530935607741,400,400
82,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8784141022093939,400,600
83,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8779954367610762,400,800
84,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8780818878230935,400,1000
85,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8782084829111247,400,1200
86,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8779966157746408,400,1400
87,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8779954652910713,400,1600
88,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8782196292017979,400,1800
89,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8780990257798984,400,2000
90,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8794335797431548,500,200
91,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8792243786148926,500,400
92,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.878985362237018,500,600
93,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8785670447059009,500,800
94,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8786537282583381,500,1000
95,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8787803782984406,500,1200
96,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8785686367084761,500,1400
97,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8785673112273611,500,1600
98,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8787918591210099,500,1800
99,dataT/unbalance2b.arff,sp_overclustering,0,8,0,1.0,0.8786709813198083,500,2000
100,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8567399039255365,10,200
101,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8565139459159837,10,400
102,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8563034769890079,10,600
103,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8557349508131935,10,800
104,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8557954865572035,10,1000
105,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.855917554944714,10,1200
106,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8557021345474034,10,1400
107,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8555940458162512,10,1600
108,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8555509983115143,10,1800
109,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8554511209211524,10,2000
110,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8517298109986448,20,200
111,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8514830545190667,20,400
112,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.85126189531365,20,600
113,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8506759598310324,20,800
114,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8507395819363922,20,1000
115,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8508716622101401,20,1200
116,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8506460954283406,20,1400
117,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.850530423841582,20,1600
118,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8504843029736532,20,1800
119,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8503846870326907,20,2000
120,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8513890445228797,50,200
121,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8511596162359325,50,400
122,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8509354504802545,50,600
123,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8503341993975554,50,800
124,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8503921079705218,50,1000
125,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8505269256271255,50,1200
126,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8503036123270313,50,1400
127,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8501889043389411,50,1600
128,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8501426049804759,50,1800
129,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8500416215914623,50,2000
130,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8503778410467202,100,200
131,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8501556484238665,100,400
132,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8499361145387194,100,600
133,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8493377512285449,100,800
134,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8493953532391114,100,1000
135,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8495313116214256,100,1200
136,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8493053786218195,100,1400
137,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8491882253698035,100,1600
138,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8491422410281014,100,1800
139,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8490418699476443,100,2000
140,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.853641588561444,150,200
141,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8534169836139578,150,400
142,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8531904539676713,150,600
143,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8525880318687499,150,800
144,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8526444615313257,150,1000
145,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8527805928595498,150,1200
146,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8525540948260395,150,1400
147,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8524370489486607,150,1600
148,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8523907324440873,150,1800
149,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8522887887571423,150,2000
150,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8504435243412207,200,200
151,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8502193047889307,200,400
152,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8499935054007016,200,600
153,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8493925353878626,200,800
154,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8494484315307561,200,1000
155,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8495838421138637,200,1200
156,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8493583006281676,200,1400
157,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8492412712916568,200,1600
158,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8491948912984999,200,1800
159,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8490931503783735,200,2000
160,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8517824139188263,250,200
161,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8515536036431461,250,400
162,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8513258272475829,250,600
163,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8507246642399118,250,800
164,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8507792298186608,250,1000
165,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8509138216421476,250,1200
166,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8506893730662577,250,1400
167,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8505727152114513,250,1600
168,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8505262003473139,250,1800
169,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8504236158989739,250,2000
170,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8467564094884151,300,200
171,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8465273251374906,300,400
172,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8462992086784635,300,600
173,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.845700809776814,300,800
174,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8457557234531514,300,1000
175,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.845889625207434,300,1200
176,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8456647648263154,300,1400
177,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8455491719595276,300,1600
178,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8455034757295717,300,1800
179,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8454010730060756,300,2000
180,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8479027701685309,400,200
181,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8476727449840528,400,400
182,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8474450807210043,400,600
183,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8468449566250734,400,800
184,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.846900608652512,400,1000
185,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8470345552142103,400,1200
186,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8468094253371617,400,1400
187,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8466938361307642,400,1600
188,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8466487693764038,400,1800
189,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8465459682898097,400,2000
190,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8497509068909447,500,200
191,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8495215503073726,500,400
192,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8492939429956303,500,600
193,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8486933451713662,500,800
194,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.848748780640632,500,1000
195,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8488835516808955,500,1200
196,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8486594780403598,500,1400
197,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8485427626209558,500,1600
198,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8484973604885784,500,1800
199,dataT/unbalance2b.arff,sp_overclustering,1,8,0,0.9415622787069575,0.8483946069530843,500,2000
200,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8242137746764996,10,200
201,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8236125649228702,10,400
202,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8231807915355978,10,600
203,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8223364350367041,10,800
204,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8220522420716606,10,1000
205,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.822253572673176,10,1200
206,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8224447743638724,10,1400
207,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8223893122581764,10,1600
208,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8222790374394218,10,1800
209,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8222674623078642,10,2000
210,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.820973134341334,20,200
211,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8203589001237355,20,400
212,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8199229574768444,20,600
213,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8190550967946845,20,800
214,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8187715065543366,20,1000
215,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8189911562278267,20,1200
216,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8191815518092884,20,1400
217,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8191130620945306,20,1600
218,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.818996816384142,20,1800
219,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8189844171748812,20,2000
220,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8178351431765487,50,200
221,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8172059482717177,50,400
222,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8167708949832068,50,600
223,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8159005220234219,50,800
224,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8156100991250798,50,1000
225,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8158344339943169,50,1200
226,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8160304947607053,50,1400
227,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8159633329156719,50,1600
228,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8158483625698146,50,1800
229,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.815832811818784,50,2000
230,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8167829928063424,100,200
231,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8161489256674965,100,400
232,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8157123735122326,100,600
233,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8148372619150478,100,800
234,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8145506559727029,100,1000
235,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8147728669129274,100,1200
236,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.814964915813152,100,1400
237,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8148970113086589,100,1600
238,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8147818851145336,100,1800
239,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8147666206938106,100,2000
240,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8208704486247014,150,200
241,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8202282037527849,150,400
242,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.81978573744232,150,600
243,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8189055863862049,150,800
244,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8186143237088932,150,1000
245,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8188365245663061,150,1200
246,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8190309088262382,150,1400
247,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8189620592387828,150,1600
248,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.818843567160936,150,1800
249,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8188284490840214,150,2000
250,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8151416809087443,200,200
251,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8145046819527476,200,400
252,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8140584030177194,200,600
253,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8131879400698024,200,800
254,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.812898547747277,200,1000
255,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8131160521571692,200,1200
256,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8133073435620424,200,1400
257,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8132393027692902,200,1600
258,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8131223321791957,200,1800
259,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8131058952805253,200,2000
260,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8188973374617798,250,200
261,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8182519656134979,250,400
262,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8178041880631026,250,600
263,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.816927484983737,250,800
264,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.816638293520438,250,1000
265,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8168568556393588,250,1200
266,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8170498513709659,250,1400
267,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8169823317334924,250,1600
268,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.816866856257109,250,1800
269,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8168505756594274,250,2000
270,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8135441991292954,300,200
271,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8129020529714321,300,400
272,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8124566746885546,300,600
273,dataT/unbalance2b.arff,sp_overclustering,2,8,0,0.8895282572872613,0.8115865722189266,300,800
