,filename,group,outliers,idf,algorithm,AMI,Sil,CH,DB,TS
0,data/base/arff/base_data_6.arff,base,normal,0,CluStream,0.06874228297891118,0.14940747815643418,1045.211768265349,2.8190838665180253,0.4297578594214733
1,data/base/arff/base_data_6.arff,base,normal,0,DenStream,0.858346092927151,0.9202587109625693,78876.81199184513,0.1332165967908345,0.8549716859610909
2,data/base/arff/base_data_6.arff,base,normal,0,BIRCH,0.8605711136746321,0.9203745566695859,78975.0569331382,0.13312794428609084,0.8548825460790253
3,data/base/arff/base_data_6.arff,base,normal,0,StreamKM,0.2645587482657484,0.4191920447287921,4814.067472321564,1.170850271198728,0.4807547400122057
4,data/base/arff/base_data_6.arff,base,normal,0,GT,1.0,0.9457093415667438,80091.71685297675,0.8578879235557961,0.9400046549310124
5,data/base/arff/base_data_14.arff,base,normal,1,CluStream,0.1959186081755133,-0.06352388453676017,347.29621691192364,6.37868130238933,0.227782419898887
6,data/base/arff/base_data_14.arff,base,normal,1,DenStream,0.8974434251787241,0.7741442660814798,13338.118959157518,0.5739015627174345,0.7838021142450733
7,data/base/arff/base_data_14.arff,base,normal,1,BIRCH,0.974480191775362,0.8906762422421729,42772.0004886681,0.2107772897986627,0.8892390282442088
8,data/base/arff/base_data_14.arff,base,normal,1,StreamKM,0.0526404584407255,-0.08157330573982981,101.59445600002076,10.437018844108243,0.06677815332151961
9,data/base/arff/base_data_14.arff,base,normal,1,GT,1.0,0.9003993004340582,46093.51425570584,1.110607259955028,0.9041892173319974
10,data/base/arff/base_data_12.arff,base,normal,2,CluStream,0.22859748395215435,-0.06813314975916358,653.4994791042645,5.319911854628373,0.43493364433134446
11,data/base/arff/base_data_12.arff,base,normal,2,DenStream,0.8614802328573858,0.7789821500022966,16096.451359760356,0.5185419012714401,0.8020373545813113
12,data/base/arff/base_data_12.arff,base,normal,2,BIRCH,0.9229075886732755,0.8649461705069276,27480.917856599244,0.3372805098879526,0.8467828233625387
13,data/base/arff/base_data_12.arff,base,normal,2,StreamKM,0.09640037768071638,-0.061527958541095835,84.75771783398636,11.356377865942093,0.10563121962570493
14,data/base/arff/base_data_12.arff,base,normal,2,GT,1.0,0.953171023562283,74816.64828277397,1.127375042275799,0.9650005027607389
15,data/base/arff/base_data_15.arff,base,normal,3,CluStream,0.0552138590202088,-0.04503828352530402,189.49940381877246,11.792558987802622,0.06360857223711822
16,data/base/arff/base_data_15.arff,base,normal,3,DenStream,0.8790043852326374,0.8134645098267185,21095.695680865072,0.2988049037198833,0.8017044976722927
17,data/base/arff/base_data_15.arff,base,normal,3,BIRCH,0.060728689164441955,-0.04963029893103466,257.21388745239193,12.117079289145376,0.07316164124553998
18,data/base/arff/base_data_15.arff,base,normal,3,StreamKM,0.1381602657939734,0.018008493444752832,399.6868676770399,5.4315764857920446,0.13693450865541817
19,data/base/arff/base_data_15.arff,base,normal,3,GT,1.0,0.8870666805389217,39034.3765339392,1.0921288264119253,0.8807572664676672
20,data/base/arff/base_data_19.arff,base,normal,4,CluStream,0.22511548158057157,-0.08167257722161997,389.22322557502855,6.434912661174738,0.2964869178641022
21,data/base/arff/base_data_19.arff,base,normal,4,DenStream,0.8423155194748143,0.6867837134847763,6595.207142454367,0.6462855121974392,0.6337517750313902
22,data/base/arff/base_data_19.arff,base,normal,4,BIRCH,0.04169679071265243,-0.08079093585739004,43.405056437289396,14.943763064340947,0.10536474894706443
23,data/base/arff/base_data_19.arff,base,normal,4,StreamKM,0.21115949072283732,-0.0228804975736792,301.944037295928,6.074408784834014,0.16231663965664914
24,data/base/arff/base_data_19.arff,base,normal,4,GT,1.0,0.9006264121260464,38561.27112983005,1.098984763363945,0.9007317851015687
25,data/base/arff/base_data_16.arff,base,normal,5,CluStream,0.5445505056314098,0.24109813409986458,2947.3818848412893,4.00560657381294,0.7025086537363542
26,data/base/arff/base_data_16.arff,base,normal,5,DenStream,0.8391455515456103,0.7675201240563851,18877.881293478138,0.7791503531337854,0.8209566719253453
27,data/base/arff/base_data_16.arff,base,normal,5,BIRCH,0.7179249807564113,0.7010277765127289,12419.414668443193,0.44770240851985327,0.6412900914248374
28,data/base/arff/base_data_16.arff,base,normal,5,StreamKM,0.08678017382228238,-0.09333178598139327,196.77288120840177,6.738763823538228,0.23959996177537263
29,data/base/arff/base_data_16.arff,base,normal,5,GT,1.0,0.9471941995034975,67240.8603232594,1.242561014078053,0.9588777344767967
30,data/base/arff/base_data_18.arff,base,normal,6,CluStream,0.18640810424003945,-0.05897733779444447,290.561516391215,6.067145347309351,0.23466621441281027
31,data/base/arff/base_data_18.arff,base,normal,6,DenStream,0.8411158222851141,0.6949430081774186,7336.925795172076,0.6060999817799956,0.671028687975717
32,data/base/arff/base_data_18.arff,base,normal,6,BIRCH,0.9777550466650334,0.9495000712624515,70835.19993523727,0.15346611565392854,0.9426687672426464
33,data/base/arff/base_data_18.arff,base,normal,6,StreamKM,0.09198128787001676,-0.06612742186383765,125.20023643958746,8.254519630891995,0.07906627848476426
34,data/base/arff/base_data_18.arff,base,normal,6,GT,1.0,0.9578221073860622,83658.72674457003,1.0836762026791702,0.9580974336388789
35,data/base/arff/base_data_3.arff,base,normal,7,CluStream,0.04883244831769965,-0.046592564392152466,180.88350702595898,9.153779447891429,0.3176273906869048
36,data/base/arff/base_data_3.arff,base,normal,7,DenStream,0.8353216412369098,0.800086886285102,17854.159078901906,0.3129577866022162,0.8067186126344136
37,data/base/arff/base_data_3.arff,base,normal,7,BIRCH,0.03167401520234983,-0.02647429001176682,78.25245323601801,28.482040024168615,0.10714909789586993
38,data/base/arff/base_data_3.arff,base,normal,7,StreamKM,0.1745632882398479,0.06681983170128118,810.445089328058,4.325513243442702,0.39132897969429964
39,data/base/arff/base_data_3.arff,base,normal,7,GT,1.0,0.9369217139793531,40801.79524710542,1.05559081239413,0.9560411868599539
40,data/base/arff/base_data_2.arff,base,normal,8,CluStream,0.1366018751112318,0.2690970155560318,2075.575224192995,1.9260346371513781,0.25577894849480054
41,data/base/arff/base_data_2.arff,base,normal,8,DenStream,0.9145141506405171,0.8593969963167774,79799.34705462647,0.21560973074181158,0.8186516672918236
42,data/base/arff/base_data_2.arff,base,normal,8,BIRCH,0.9145939948406897,0.859441390904001,79796.71140483979,0.2163164322604207,0.8189114405402063
43,data/base/arff/base_data_2.arff,base,normal,8,StreamKM,0.01893713415539915,0.09727562974990904,236.36418439344294,5.550674844264314,0.45727683311965756
